Reef,Location,Transect,Depth,Coral Cover,Diam_cm,Date,Time,Exposure,Behaviour,PreyItem,X_transect,Y _belt,Exposure_binary,Time_Cat
Rib Reef,Site D,D-02,3m,51,23,10/05/2017,10:00:00,,,,27.7,0.8,0,Morning
Rib Reef,Site D,D-02,3m,51,26,10/05/2017,10:00:00,30,,,27.8,0.6,0,Morning
Rib Reef,Site D,D-02,3m,51,30,10/05/2017,10:00:00,,,,30.2,0.7,0,Morning
Rib Reef,Site D,D-02,3m,51,18,10/05/2017,10:00:00,,,,41.4,0.5,0,Morning
Rib Reef,Site D,D-02,3m,51,48,10/05/2017,10:00:00,,,,48.1,0.3,0,Morning
Rib Reef,Site D,D-02,3m,51,27,10/05/2017,10:00:00,,,,24.8,0,0,Morning
Rib Reef,Site D,D-02,3m,51,36,14/05/2017,14:00:00,100,Feeding,A. hyacinthus,12,0,1,Afternoon
Rib Reef,Site D,D-02,3m,51,24,14/05/2017,14:00:00,0,Feeding,A. hyacinthus,26.6,0,0,Afternoon
Rib Reef,Site D,D-02,3m,51,30,14/05/2017,14:00:00,100,Feeding,A. hyacinthus,13.6,0,1,Afternoon
Rib Reef,Site D,D-02,3m,51,25,14/05/2017,14:00:00,100,Feeding,A. hyacinthus,25,0,1,Afternoon
Rib Reef,Site D,D-02,3m,51,25,14/05/2017,14:00:00,0,Resting,,26.6,0,0,Afternoon
Rib Reef,Site D,D-02,3m,51,30,14/05/2017,14:00:00,0,Resting,,27.5,0,0,Afternoon
Rib Reef,Site D,D-02,3m,51,36,12/05/2017,19:00:00,100,Feeding,A. hyacinthus,12.5,0.7,1,Night
Rib Reef,Site D,D-02,3m,51,38,12/05/2017,19:00:00,100,Moving,,18,0,1,Night
Rib Reef,Site D,D-02,3m,51,24,12/05/2017,19:00:00,10,Feeding,A. hyacinthus,26.6,0,0,Night
Rib Reef,Site D,D-02,3m,51,30,12/05/2017,19:00:00,100,Feeding,A. hyacinthus,30.5,-1.2,1,Night
Rib Reef,Site D,D-02,3m,51,20,12/05/2017,19:00:00,10,Feeding,A. hyacinthus,20.6,0,0,Night
Rib Reef,Site D,D-02,3m,51,20,12/05/2017,19:00:00,0,Feeding,A. hyacinthus,20.6,-0.1,0,Night
Rib Reef,Site D,D-02,3m,51,30,12/05/2017,19:00:00,100,Moving,,5.2,1.5,1,Night
Rib Reef,Site D,D-02,3m,51,30,12/05/2017,19:00:00,100,Moving,,8.4,0,1,Night
Rib Reef,Site D,D-02,3m,51,30,12/05/2017,19:00:00,5,Feeding,A. hyacinthus,14,0.2,0,Night
Rib Reef,Site D,D-02,3m,51,10,12/05/2017,19:00:00,0,Feeding,A. hyacinthus,20.6,0.1,0,Night
Rib Reef,Site D,D-02,3m,51,10,12/05/2017,19:00:00,0,Feeding,A. hyacinthus,20.8,0.2,0,Night
Rib Reef,Site D,D-02,3m,51,25,12/05/2017,19:00:00,0,Feeding,A. hyacinthus,24.8,0,0,Night
Rib Reef,Site D,D-02,3m,51,25,12/05/2017,19:00:00,30,Feeding,A. hyacinthus,26.6,0,0,Night
Rib Reef,Site D,D-02,3m,51,30,12/05/2017,19:00:00,10,Moving,,26.6,0,0,Night
Rib Reef,Site D,D-02,3m,51,15,12/05/2017,19:00:00,10,Moving,,26,0,0,Night
Rib Reef,Site D,D-02,3m,51,30,12/05/2017,19:00:00,0,Feeding,A. hyacinthus,28,-0.5,0,Night
Rib Reef,Site D,D-02,3m,51,25,12/05/2017,19:00:00,0,Feeding,A. hyacinthus,28,-0.6,0,Night
Rib Reef,Site D,D-02,3m,51,30,12/05/2017,19:00:00,100,Moving,,40.7,-2,1,Night
Rib Reef,Site D,D-02,3m,51,10,12/05/2017,19:00:00,50,Feeding,A. intermedia,45.2,0.2,0,Night
Rib Reef,Site D,D-02,3m,51,35,12/05/2017,19:00:00,100,Moving,,48.3,-0.9,1,Night
Rib Reef,Site D,D-02,3m,51,36,13/05/2017,19:00:00,100,Feeding,A. hyacinthus,12.5,0.7,1,Night
Rib Reef,Site D,D-02,3m,51,38,13/05/2017,19:00:00,100,Feeding,A. hyacinthus,18,0,1,Night
Rib Reef,Site D,D-02,3m,51,29,13/05/2017,19:00:00,100,Feeding,A. hyacinthus,22,3,1,Night
Rib Reef,Site D,D-02,3m,51,24,13/05/2017,19:00:00,10,Feeding,A. hyacinthus,26.6,0,0,Night
Rib Reef,Site D,D-02,3m,51,30,13/05/2017,19:00:00,100,Feeding,A. hyacinthus,30.5,-1.2,1,Night
Rib Reef,Site D,D-02,3m,51,20,13/05/2017,19:00:00,5,Resting,,19.6,0,0,Night
Rib Reef,Site D,D-02,3m,51,20,13/05/2017,19:00:00,0,Feeding,A. hyacinthus,20.6,-0.1,0,Night
Rib Reef,Site D,D-02,3m,51,30,13/05/2017,19:00:00,100,Feeding,,5,0,1,Night
Rib Reef,Site D,D-02,3m,51,30,13/05/2017,19:00:00,0,Resting,,13.9,-0.3,0,Night
Rib Reef,Site D,D-02,3m,51,10,13/05/2017,19:00:00,0,Feeding,A. hyacinthus,20.6,0.1,0,Night
Rib Reef,Site D,D-02,3m,51,10,13/05/2017,19:00:00,100,Feeding,A. intermedia,21.9,0.3,1,Night
Rib Reef,Site D,D-02,3m,51,25,13/05/2017,19:00:00,0,Feeding,A. hyacinthus,24.8,0,0,Night
Rib Reef,Site D,D-02,3m,51,25,13/05/2017,19:00:00,0,Feeding,A. hyacinthus,26.6,0,0,Night
Rib Reef,Site D,D-02,3m,51,30,13/05/2017,19:00:00,100,Feeding,A. hyacinthus,27,0,1,Night
Rib Reef,Site D,D-02,3m,51,15,13/05/2017,19:00:00,100,Feeding,A. hyacinthus,27,0,1,Night
Rib Reef,Site D,D-02,3m,51,30,13/05/2017,19:00:00,0,Feeding,A. hyacinthus,28,-0.5,0,Night
Rib Reef,Site D,D-02,3m,51,25,13/05/2017,19:00:00,0,Feeding,A. hyacinthus,28,-0.6,0,Night
Rib Reef,Site D,D-02,3m,51,30,13/05/2017,19:00:00,100,Resting,,41,-1,1,Night
Rib Reef,Site D,D-02,3m,51,15,13/05/2017,19:00:00,0,Feeding,A. millipora,12.9,0,0,Night
Rib Reef,Site D,D-02,3m,51,15,13/05/2017,19:00:00,10,Feeding,A. intermedia,15.3,0,0,Night
Rib Reef,Site D,D-02,3m,51,15,13/05/2017,19:00:00,15,Feeding,A. intermedia,15.3,0.4,0,Night
Rib Reef,Site D,D-02,3m,51,15,13/05/2017,19:00:00,20,Feeding,A. intermedia,37.4,2.5,0,Night
Rib Reef,Site E,E-01,3m,44,30,14/05/2017,8:00:00,100,Feeding,A. hyacinthus,38,4.2,1,Morning
Rib Reef,Site E,E-01,3m,44,30,14/05/2017,8:00:00,100,Feeding,A. intermedia,42.5,2,1,Morning
Rib Reef,Site E,E-01,3m,44,30,14/05/2017,8:00:00,20,Resting,,50,1.4,0,Morning
Rib Reef,Site E,E-01,3m,44,40,12/05/2017,12:00:00,50,Resting,,11,1.1,0,Midday
Rib Reef,Site E,E-01,3m,44,30,12/05/2017,12:00:00,100,Resting,,38.4,2,1,Midday
Rib Reef,Site E,E-01,3m,44,30,12/05/2017,12:00:00,50,Resting,,42.7,1.5,0,Midday
Rib Reef,Site E,E-01,3m,44,30,13/05/2017,18:30:00,50,Feeding,,35,7.1,0,Night
Rib Reef,Site E,E-01,3m,44,30,13/05/2017,18:30:00,0,Resting,,50,1.2,0,Night
Rib Reef,Site E,E-02,6m,16,35,14/05/2017,8:00:00,100,Feeding,A. cytherea,5.7,0.4,1,Morning
Rib Reef,Site E,E-02,6m,16,30,14/05/2017,8:00:00,0,Resting,,4,1.2,0,Morning
Rib Reef,Site E,E-02,6m,16,35,14/05/2017,8:00:00,50,Resting,,11,0.3,0,Morning
Rib Reef,Site E,E-02,6m,16,35,14/05/2017,8:00:00,0,Feeding,A. millipora,26.8,1,0,Morning
Rib Reef,Site E,E-02,6m,16,25,14/05/2017,8:00:00,10,Feeding,A. intermedia,0,-1,0,Morning
Rib Reef,Site E,E-02,6m,16,25,14/05/2017,8:00:00,10,Feeding,A. intermedia,0,-1,0,Morning
Rib Reef,Site E,E-02,6m,16,25,14/05/2017,8:00:00,0,Resting,,4,1.2,0,Morning
Rib Reef,Site E,E-02,6m,16,30,14/05/2017,8:00:00,100,Feeding,A. intermedia,5.4,0.4,1,Morning
Rib Reef,Site E,E-02,6m,16,30,14/05/2017,8:00:00,50,Resting,,22.8,1,0,Morning
Rib Reef,Site E,E-02,6m,16,35,12/05/2017,12:00:00,0,Moving,,2.1,0.4,0,Midday
Rib Reef,Site E,E-02,6m,16,30,12/05/2017,12:00:00,0,Resting,,3.9,1.2,0,Midday
Rib Reef,Site E,E-02,6m,16,35,12/05/2017,12:00:00,40,Feeding,Goniastrea,9.1,0,0,Midday
Rib Reef,Site E,E-02,6m,16,45,12/05/2017,12:00:00,100,Moving,,22.2,-1,1,Midday
Rib Reef,Site E,E-02,6m,16,35,12/05/2017,12:00:00,0,Feeding,Pachyseris,26.2,1.2,0,Midday
Rib Reef,Site E,E-02,6m,16,35,13/05/2017,18:30:00,100,Feeding,P. damicornis,5,1,1,Night
Rib Reef,Site E,E-02,6m,16,30,13/05/2017,18:30:00,0,Feeding,A. hyacinthus,3.7,1.4,0,Night
Rib Reef,Site E,E-02,6m,16,35,13/05/2017,18:30:00,100,Feeding,A. hyacinthus,10.5,0,1,Night
Rib Reef,Site E,E-02,6m,16,35,13/05/2017,18:30:00,0,Resting,,26.2,1.2,0,Night
Rib Reef,Site E,E-02,6m,16,25,13/05/2017,18:30:00,10,Feeding,A. intermedia,0,-1,0,Night
Rib Reef,Site E,E-02,6m,16,25,13/05/2017,18:30:00,10,Feeding,A. intermedia,0,-1,0,Night
Rib Reef,Site E,E-02,6m,16,25,13/05/2017,18:30:00,20,Feeding,A. intermedia,2.5,1.5,0,Night
Rib Reef,Site E,E-02,6m,16,30,13/05/2017,18:30:00,0,Resting,,5,2,0,Night
Rib Reef,Site E,E-02,6m,16,25,13/05/2017,18:30:00,10,Feeding,A. intermedia,10.6,-1.2,0,Night
Rib Reef,Site E,E-02,6m,16,30,13/05/2017,18:30:00,0,Feeding,A. hyacinthus,21.4,2,0,Night
Rib Reef,Site E,E-02,6m,16,35,13/05/2017,18:30:00,0,Feeding,A. hyacinthus,21.4,2,0,Night
Gili Lankanfushi,Site F,F-01,2m,53,46,4/03/2017,9:00:00,100,Feeding,P. lutea,,,1,Morning
Gili Lankanfushi,Site F,F-01,2m,53,49,4/03/2017,9:00:00,0,Feeding,Favites,,,0,Morning
Gili Lankanfushi,Site F,F-01,2m,53,25,4/03/2017,9:00:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site F,F-01,2m,53,39,4/03/2017,9:00:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site F,F-01,2m,53,25,4/03/2017,9:00:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site F,F-01,2m,53,50,25/02/2017,12:00:00,100,Resting,,,,1,Midday
Gili Lankanfushi,Site F,F-01,2m,53,45,25/02/2017,12:00:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site F,F-01,2m,53,53,25/02/2017,12:00:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site F,F-01,2m,53,49,25/02/2017,12:00:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site F,F-01,2m,53,39,25/02/2017,12:00:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site F,F-01,2m,53,40,25/02/2017,12:00:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site F,F-01,2m,53,45,25/02/2017,12:00:00,100,Resting,,,,1,Midday
Gili Lankanfushi,Site F,F-01,2m,53,50,25/02/2017,12:00:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site F,F-01,2m,53,35,25/02/2017,12:00:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site F,F-01,2m,53,45,25/02/2017,12:00:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site F,F-01,2m,53,?,8/03/2017,17:00:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site F,F-01,2m,53,34,8/03/2017,17:00:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site F,F-01,2m,53,35,8/03/2017,17:00:00,0,Feeding,Pavona,,,0,Afternoon
Gili Lankanfushi,Site F,F-01,2m,53,40,8/03/2017,17:00:00,100,Feeding,Echinopora,,,1,Afternoon
Gili Lankanfushi,Site F,F-01,2m,53,42,8/03/2017,17:00:00,100,Resting,,,,1,Afternoon
Gili Lankanfushi,Site F,F-01,2m,53,41,8/03/2017,17:00:00,100,Feeding,P. lutea,,,1,Afternoon
Gili Lankanfushi,Site F,F-01,2m,53,39,8/03/2017,17:00:00,100,Resting,,,,1,Afternoon
Gili Lankanfushi,Site F,F-01,2m,53,49,8/03/2017,17:00:00,100,Resting,,,,1,Afternoon
Gili Lankanfushi,Site F,F-01,2m,53,39,8/03/2017,17:00:00,100,Feeding,Echinopora,,,1,Afternoon
Gili Lankanfushi,Site F,F-01,2m,53,43,8/03/2017,17:00:00,100,Moving,,,,1,Afternoon
Gili Lankanfushi,Site F,F-01,2m,53,37,8/03/2017,17:00:00,0,Feeding,P. lutea,,,0,Afternoon
Gili Lankanfushi,Site F,F-01,2m,53,43,8/03/2017,17:00:00,100,Feeding,Pavona,,,1,Afternoon
Gili Lankanfushi,Site F,F-01,2m,53,40,8/03/2017,17:00:00,100,Feeding,P. lutea,,,1,Afternoon
Gili Lankanfushi,Site F,F-01,2m,53,40,29/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site F,F-01,2m,53,43,29/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site F,F-01,2m,53,43,29/03/2017,21:00:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site F,F-01,2m,53,36,29/03/2017,21:00:00,100,Moving,,,,1,Night
Gili Lankanfushi,Site F,F-01,2m,53,48,29/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site F,F-01,2m,53,40,29/03/2017,21:00:00,0,Resting,,,,0,Night
Gili Lankanfushi,Site F,F-01,2m,53,43,29/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site F,F-01,2m,53,40,29/03/2017,21:00:00,100,Moving,,,,1,Night
Gili Lankanfushi,Site F,F-01,2m,53,42,29/03/2017,21:00:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site F,F-01,2m,53,36,29/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site F,F-01,2m,53,50,29/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site F,F-01,2m,53,43,29/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site F,F-01,2m,53,40,29/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site F,F-01,2m,53,39,29/03/2017,21:00:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site F,F-01,2m,53,42,29/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site F,F-01,2m,53,43,29/03/2017,21:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site F,F-02,8m,9,39,4/03/2017,9:00:00,100,Resting,,,,1,Morning
Gili Lankanfushi,Site F,F-02,8m,9,38,4/03/2017,9:00:00,100,Resting,,,,1,Morning
Gili Lankanfushi,Site F,F-02,8m,9,38,4/03/2017,9:00:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site F,F-02,8m,9,38,4/03/2017,9:00:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site F,F-02,8m,9,39,4/03/2017,9:00:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site F,F-02,8m ,9,41,25/02/2017,11:30:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site F,F-02,8m,9,38,25/02/2017,11:30:00,100,Feeding,Pavona,,,1,Midday
Gili Lankanfushi,Site F,F-02,8m ,9,53,25/02/2017,11:30:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site F,F-02,8m,9,39,25/02/2017,11:30:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site F,F-02,8m ,9,40,25/02/2017,11:30:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site F,F-02,8m,9,46,8/03/2017,16:30:00,100,Moving,,,,1,Afternoon
Gili Lankanfushi,Site F,F-02,8m ,9,32,3/03/2017,16:30:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site F,F-02,8m,9,49,8/03/2017,16:30:00,100,Feeding,Pavona,,,1,Afternoon
Gili Lankanfushi,Site F,F-02,8m ,9,41,29/03/2017,21:00:00,0,Resting,,,,0,Night
Gili Lankanfushi,Site F,F-02,8m,9,44,29/03/2017,21:00:00,100,Moving,,,,1,Night
Gili Lankanfushi,Site F,F-02,8m ,9,43,29/03/2017,21:00:00,100,Feeding,Pavona,,,1,Night
Gili Lankanfushi,Site F,F-03,15m,7,30,4/03/2017,8:15:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site F,F-03,15m,7,34,4/03/2017,8:15:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site F,F-03,15m,7,42,4/03/2017,8:15:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site F,F-03,15m,7,30,4/03/2017,8:15:00,0,Feeding,P. lutea,,,0,Morning
Gili Lankanfushi,Site F,F-03,15m,7,39,4/03/2017,8:15:00,100,Feeding,P. rus,,,1,Morning
Gili Lankanfushi,Site F,F-03,15m,7,46,4/03/2017,8:15:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site F,F-03,15m,7,30,4/03/2017,8:15:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site F,F-03,15m,7,42,25/02/2017,12:00:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site F,F-03,15m,7,50,25/02/2017,12:00:00,0,Feeding,P. lutea,,,0,Midday
Gili Lankanfushi,Site F,F-03,15m,7,40,25/02/2017,12:00:00,100,Feeding,P. rus,,,1,Midday
Gili Lankanfushi,Site F,F-03,15m,7,45,25/02/2017,12:00:00,100,Resting,,,,1,Midday
Gili Lankanfushi,Site F,F-03,15m,7,39,25/02/2017,12:00:00,0,Feeding,P. lutea,,,0,Midday
Gili Lankanfushi,Site F,F-03,15m,7,43,8/03/2017,16:00:00,100,Resting,,,,1,Afternoon
Gili Lankanfushi,Site F,F-03,15m,7,43,8/03/2017,16:00:00,100,Resting,,,,1,Afternoon
Gili Lankanfushi,Site F,F-03,15m,7,?,8/03/2017,16:00:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site F,F-03,15m,7,35,8/03/2017,16:00:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site F,F-03,15m,7,43,8/03/2017,16:00:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site F,F-03,15m,7,45,29/03/2017,20:45:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site F,F-03,15m,7,49,29/03/2017,20:45:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site F,F-03,15m,7,45,29/03/2017,20:45:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site F,F-03,15m,7,38,29/03/2017,20:45:00,100,Feeding,Pavona,,,1,Night
Gili Lankanfushi,Site F,F-03,15m,7,43,29/03/2017,20:45:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site G,G-01,2m,54,37,4/03/2017,9:15:00,100,Resting,,,,1,Morning
Gili Lankanfushi,Site G,G-01,2m,54,36,4/03/2017,9:15:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site G,G-01,2m,54,36,4/03/2017,9:15:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site G,G-01,2m,54,?,4/03/2017,9:15:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site G,G-01,2m,54,50,25/02/2017,12:15:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site G,G-01,2m,54,53,25/02/2017,12:15:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site G,G-01,2m,54,29,25/02/2017,12:15:00,0,Moving,,,,0,Midday
Gili Lankanfushi,Site G,G-01,2m,54,32,25/02/2017,12:15:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site G,G-01,2m,54,50,25/02/2017,12:15:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site G,G-01,2m,54,53,25/02/2017,12:15:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site G,G-01,2m,54,35,25/02/2017,12:15:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site G,G-01,2m,54,46,8/03/2017,17:15:00,100,Feeding,P. lutea,,,1,Afternoon
Gili Lankanfushi,Site G,G-01,2m,54,36,8/03/2017,17:15:00,0,Feeding,Pavona,,,0,Afternoon
Gili Lankanfushi,Site G,G-01,2m,54,45,8/03/2017,17:15:00,100,Feeding,A. digitifera,,,1,Afternoon
Gili Lankanfushi,Site G,G-01,2m,54,39,8/03/2017,17:15:00,100,Feeding,P. lutea,,,1,Afternoon
Gili Lankanfushi,Site G,G-01,2m,54,43,8/03/2017,17:15:00,100,Feeding,P. lutea,,,1,Afternoon
Gili Lankanfushi,Site G,G-01,2m,54,45,8/03/2017,17:15:00,100,Feeding,Acropora ,,,1,Afternoon
Gili Lankanfushi,Site G,G-01,2m,54,42,29/03/2017,22:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site G,G-01,2m,54,40,29/03/2017,22:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site G,G-01,2m,54,33,29/03/2017,22:00:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site G,G-01,2m,54,44,29/03/2017,22:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site G,G-01,2m,54,39,29/03/2017,22:00:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site G,G-01,2m,54,39,29/03/2017,22:00:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site G,G-01,2m,54,50,29/03/2017,22:00:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site G,G-01,2m,54,47,29/03/2017,22:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site G,G-01,2m,54,29,29/03/2017,22:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site G,G-01,2m,54,50,29/03/2017,22:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site G,G-01,2m,54,44,29/03/2017,22:00:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site G,G-01,2m,54,45,29/03/2017,22:00:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site G,G-02,8m,25,40,4/03/2017,9:00:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site G,G-02,8m,25,37,4/03/2017,9:00:00,100,Feeding,Pavona,,,1,Morning
Gili Lankanfushi,Site G,G-02,8m,25,39,4/03/2017,9:00:00,100,Feeding,Pavona,,,1,Morning
Gili Lankanfushi,Site G,G-02,8m,25,?,4/03/2017,9:00:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site G,G-02,8m,25,43,4/03/2017,9:00:00,100,Feeding,Pavona,,,1,Morning
Gili Lankanfushi,Site G,G-02,8m,25,39,4/03/2017,9:00:00,100,Feeding,Pavona,,,1,Morning
Gili Lankanfushi,Site G,G-02,8m,25,34,4/03/2017,9:00:00,100,Feeding,CCA,,,1,Morning
Gili Lankanfushi,Site G,G-02,8m,25,35,25/02/2017,11:45:00,100,Feeding,Pavona,,,1,Midday
Gili Lankanfushi,Site G,G-02,8m,25,33,25/02/2017,11:45:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site G,G-02,8m,25,40,25/02/2017,11:45:00,0,Feeding,P. lutea,,,0,Midday
Gili Lankanfushi,Site G,G-02,8m,25,31,8/03/2017,16:45:00,0,Moving,,,,0,Afternoon
Gili Lankanfushi,Site G,G-02,8m,25,53,8/03/2017,16:45:00,0,Moving,,,,0,Afternoon
Gili Lankanfushi,Site G,G-02,8m,25,46,8/03/2017,16:45:00,0,Feeding,Plerogyra sinuosa,,,0,Afternoon
Gili Lankanfushi,Site G,G-02,8m,25,42,8/03/2017,16:45:00,100,Moving,,,,1,Afternoon
Gili Lankanfushi,Site G,G-02,8m,25,40,8/03/2017,16:45:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site G,G-02,8m,25,47,8/03/2017,16:45:00,100,Moving,,,,1,Afternoon
Gili Lankanfushi,Site G,G-02,8m,25,46,8/03/2017,16:45:00,100,Moving,,,,1,Afternoon
Gili Lankanfushi,Site G,G-02,8m,25,45,8/03/2017,16:45:00,100,Feeding,Pavona,,,1,Afternoon
Gili Lankanfushi,Site G,G-02,8m,25,50,8/03/2017,16:45:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site G,G-02,8m,25,46,8/03/2017,16:45:00,100,Moving,,,,1,Afternoon
Gili Lankanfushi,Site G,G-02,8m,25,43,29/03/2017,21:15:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site G,G-02,8m,25,41,29/03/2017,21:15:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site G,G-02,8m,25,41,29/03/2017,21:15:00,100,Resting,,,,1,Night
Gili Lankanfushi,Site G,G-02,8m,25,43,29/03/2017,21:15:00,100,Feeding,P. lutea,,,1,Night
Gili Lankanfushi,Site G,G-03,15m,5,37,4/03/2017,8:30:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site G,G-03,15m,5,32,4/03/2017,8:30:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site G,G-03,15m,5,40,4/03/2017,8:30:00,0,Resting,,,,0,Morning
Gili Lankanfushi,Site G,G-03,15m,5,39,4/03/2017,8:30:00,0,Feeding,P. lutea,,,0,Morning
Gili Lankanfushi,Site G,G-03,15m,5,48,4/03/2017,8:30:00,100,Feeding,Pavona,,,1,Morning
Gili Lankanfushi,Site G,G-03,15m,5,38,4/03/2017,8:30:00,0,Feeding,Pavona,,,0,Morning
Gili Lankanfushi,Site G,G-03,15m,5,49,4/03/2017,8:30:00,100,Feeding,Sarcophyton,,,1,Morning
Gili Lankanfushi,Site G,G-03,15m,5,34,25/02/2017,11:30:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site G,G-03,15m,5,40,25/02/2017,11:30:00,100,Feeding,P. lutea,,,1,Midday
Gili Lankanfushi,Site G,G-03,15m,5,38,25/02/2017,11:30:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site G,G-03,15m,5,39,25/02/2017,11:30:00,0,Feeding,P. lutea,,,0,Midday
Gili Lankanfushi,Site G,G-03,15m,5,31,25/02/2017,11:30:00,0,Resting,,,,0,Midday
Gili Lankanfushi,Site G,G-03,15m,5,44,25/02/2017,11:30:00,100,Feeding,Montipora,,,1,Midday
Gili Lankanfushi,Site G,G-03,15m,5,41,8/03/2017,16:15:00,100,Resting,,,,1,Afternoon
Gili Lankanfushi,Site G,G-03,15m,5,47,8/03/2017,16:15:00,100,Feeding,Pavona,,,1,Afternoon
Gili Lankanfushi,Site G,G-03,15m,5,?,8/03/2017,16:15:00,0,Resting,,,,0,Afternoon
Gili Lankanfushi,Site G,G-03,15m,5,50,8/03/2017,16:15:00,100,Feeding,Diploastrea heliopora,,,1,Afternoon
Gili Lankanfushi,Site G,G-03,15m,5,44,8/03/2017,16:15:00,100,Feeding,Pavona,,,1,Afternoon
